"SURVEY_ABBV","0","1","10","25","50","75","90","99","100"
"AI",0.5,24.1,78.4,160.2,384.1,1183.7,3316.3,9974.8,21301
"BSS",66.7,144.4,387.1,564.3,864.7,1452.3,2461,7276.8,14374.8
"EBS",4.9,145.6,401.3,693.7,1166.7,1804,2682,5457.5,17800.5
"GOA",5.3,33.5,96.4,167.9,322.4,641.3,1266.8,4324.9,17188
"NBS",28.5,70.5,214.5,370,603.9,999.4,1469.4,2997.4,8421.8
