Num,Time,X_Accel,Y_Accel,Z_Accel,Sum_Vector,X_Tilt,Y_Tilt,Z_Tilt
1,13:01:33,-0.225,0.575,0.65,0.897,77,125.1,130.5
2,13:01:34,0.05,-0.325,1,1.053,92.9,71,180
3,13:01:35,0.3,-0.125,1.075,1.123,107.5,82.8,180
4,13:01:36,0.35,-0.075,0.825,0.899,110.5,85.7,145.6
5,13:01:37,0.5,-0.55,0.925,1.187,120,56.6,157.7
6,13:01:38,1.375,1.675,1.725,2.77,180,180,180
7,13:01:39,0.1,0.025,-1.1,1.105,95.7,91.4,0
8,13:01:40,0.075,-0.025,-1.025,1.028,94.3,88.6,0
9,13:01:41,0.075,-0.025,-1.025,1.028,94.3,88.6,0
10,13:01:42,0.075,0.025,-1.075,1.078,94.3,91.4,0
11,13:01:43,0.075,0.025,-1.075,1.078,94.3,91.4,0
12,13:01:44,0.1,0.025,-1.075,1.08,95.7,91.4,0
13,13:01:45,0.075,0,-1.025,1.028,94.3,90,0
14,13:01:46,0.1,-0.025,-1.025,1.03,95.7,88.6,0
15,13:01:47,0.1,0,-1.075,1.08,95.7,90,0
16,13:01:48,0.1,0.025,-1.05,1.055,95.7,91.4,0
17,13:01:49,0.075,0.025,-1.1,1.103,94.3,91.4,0
18,13:01:50,0.05,0.025,-1.075,1.076,92.9,91.4,0
19,13:01:51,0.075,0,-1.05,1.053,94.3,90,0
20,13:01:52,0.1,-0.025,-1.025,1.03,95.7,88.6,0
21,13:01:53,0.1,0.025,-1.075,1.08,95.7,91.4,0
22,13:01:54,0.1,0.025,-1.125,1.13,95.7,91.4,0
23,13:01:55,0.075,0.025,-1.05,1.053,94.3,91.4,0
24,13:01:56,0.1,0,-1.025,1.03,95.7,90,0
25,13:01:57,0.075,0,-1.025,1.028,94.3,90,0
26,13:01:58,0.075,0.025,-1.05,1.053,94.3,91.4,0
27,13:01:59,0.075,0,-1.05,1.053,94.3,90,0
28,13:02:00,0.075,0.025,-1.1,1.103,94.3,91.4,0
29,13:02:01,0.075,0.025,-1.05,1.053,94.3,91.4,0
30,13:02:02,0.1,0,-1.025,1.03,95.7,90,0
31,13:02:03,0.1,-0.025,-1,1.005,95.7,88.6,0
32,13:02:04,0.1,0,-1.05,1.055,95.7,90,0
33,13:02:05,0.075,0.025,-1.1,1.103,94.3,91.4,0
34,13:02:06,0.075,0.025,-1.075,1.078,94.3,91.4,0
35,13:02:07,0.075,0,-1.075,1.078,94.3,90,0
36,13:02:08,0.075,0,-1.05,1.053,94.3,90,0
37,13:02:09,0.075,0,-1.1,1.103,94.3,90,0
38,13:02:10,0.1,0.025,-1.025,1.03,95.7,91.4,0
39,13:02:11,0.1,-0.025,-1.05,1.055,95.7,88.6,0
40,13:02:12,0.1,0,-1.075,1.08,95.7,90,0
41,13:02:13,0.1,0.025,-1.075,1.08,95.7,91.4,0
42,13:02:14,0.075,0.025,-1.1,1.103,94.3,91.4,0
43,13:02:15,0.075,-0.025,-1.05,1.053,94.3,88.6,0
44,13:02:16,0.075,-0.025,-1.025,1.028,94.3,88.6,0
45,13:02:17,0.075,0.025,-1.125,1.128,94.3,91.4,0
46,13:02:18,0.075,0.025,-1.1,1.103,94.3,91.4,0
47,13:02:19,0.1,0,-1.025,1.03,95.7,90,0
48,13:02:20,0.1,0,-1.025,1.03,95.7,90,0
49,13:02:21,0.1,0,-1.025,1.03,95.7,90,0
50,13:02:22,0.075,0.025,-1.05,1.053,94.3,91.4,0
51,13:02:23,0.05,0,-1.075,1.076,92.9,90,0
52,13:02:24,0.05,0.025,-1.1,1.101,92.9,91.4,0
53,13:02:25,0.075,0.025,-1.025,1.028,94.3,91.4,0
54,13:02:26,0.1,0,-1.025,1.03,95.7,90,0
55,13:02:27,0.1,-0.025,-1.025,1.03,95.7,88.6,0
56,13:02:28,0.1,0,-1.05,1.055,95.7,90,0
57,13:02:29,0.075,0.025,-1.1,1.103,94.3,91.4,0
58,13:02:30,0.075,0.025,-1.075,1.078,94.3,91.4,0
59,13:02:31,0.05,0,-1.025,1.026,92.9,90,0
60,13:02:32,0.075,0,-1.025,1.028,94.3,90,0
61,13:02:33,0.075,0.025,-1.05,1.053,94.3,91.4,0
62,13:02:34,0.1,0.025,-1.075,1.08,95.7,91.4,0
63,13:02:35,0.1,0.025,-1.075,1.08,95.7,91.4,0
64,13:02:36,0.1,0,-1.025,1.03,95.7,90,0
65,13:02:37,0.1,-0.025,-1.025,1.03,95.7,88.6,0
66,13:02:38,0.075,0,-1.1,1.103,94.3,90,0
67,13:02:39,0.05,0.025,-1.125,1.126,92.9,91.4,0
68,13:02:40,0.075,0,-1.075,1.078,94.3,90,0
69,13:02:41,0.075,-0.025,-1.025,1.028,94.3,88.6,0
70,13:02:42,0.1,0,-1.075,1.08,95.7,90,0
71,13:02:43,0.1,0,-1.075,1.08,95.7,90,0
72,13:02:44,0.1,0.025,-1.075,1.08,95.7,91.4,0
73,13:02:45,0.1,0.025,-1.075,1.08,95.7,91.4,0
74,13:02:46,0.075,0.025,-1.075,1.078,94.3,91.4,0
75,13:02:47,0.075,0.025,-1.05,1.053,94.3,91.4,0
76,13:02:48,0.075,-0.025,-1.025,1.028,94.3,88.6,0
77,13:02:49,0.125,0.125,-1,1.016,97.2,97.2,0
78,13:02:50,-0.9,-0.375,-3.2,3.345,25.8,68,0
79,13:02:51,0.325,-0.475,-0.925,1.089,109,61.6,22.3
80,13:02:52,0.35,0.125,-0.925,0.997,110.5,97.2,22.3
81,13:02:53,0.925,-0.45,0.2,1.048,157.7,63.3,101.5
82,13:02:54,-0.3,-0.525,-0.825,1.023,72.5,58.3,34.4
83,13:02:55,-0.325,-0.525,-0.775,0.991,71,58.3,39.2
84,13:02:56,0.075,-0.625,-0.975,1.161,94.3,51.3,12.8
85,13:02:57,-0.325,-0.475,-1.025,1.176,71,61.6,0
86,13:02:58,0.2,-0.65,-0.775,1.031,101.5,49.5,39.2
87,13:02:59,0.025,-0.525,-1.1,1.219,91.4,58.3,0
88,13:03:00,-0.15,-0.875,-1.2,1.493,81.4,29,0
89,13:03:01,-0.325,-1,-1.5,1.832,71,0,0
90,13:03:02,-0.075,-0.45,-0.625,0.774,85.7,63.3,51.3
91,13:03:03,0.075,-0.425,-0.75,0.865,94.3,64.8,41.4
92,13:03:04,0,-0.625,-0.8,1.015,90,51.3,36.9
93,13:03:05,-0.075,-0.5,-0.75,0.905,85.7,60,41.4
94,13:03:06,-0.275,-0.775,-0.875,1.201,74,39.2,29
95,13:03:07,-0.175,-0.55,-0.775,0.966,79.9,56.6,39.2
96,13:03:08,-0.25,-0.625,-0.825,1.065,75.5,51.3,34.4
97,13:03:09,-0.025,-0.425,-0.8,0.906,88.6,64.8,36.9
98,13:03:10,-0.15,-0.475,-0.675,0.839,81.4,61.6,47.5
99,13:03:11,0,-0.675,-0.925,1.145,90,47.5,22.3
100,13:03:12,0.1,-0.475,-0.475,0.679,95.7,61.6,61.6
101,13:03:13,-0.2,-0.5,-0.75,0.923,78.5,60,41.4
102,13:03:14,0.125,-0.475,-0.85,0.982,97.2,61.6,31.8
103,13:03:15,-0.2,-0.675,-0.75,1.029,78.5,47.5,41.4
104,13:03:16,-0.25,-0.7,-0.775,1.074,75.5,45.6,39.2
105,13:03:17,-0.125,-0.8,-0.5,0.952,82.8,36.9,60
106,13:03:18,0.3,0.275,1.15,1.22,107.5,106,180
107,13:03:19,0.325,-0.025,0.95,1.004,109,88.6,161.8
108,13:03:20,0.325,-0.05,0.975,1.029,109,87.1,167.2
109,13:03:21,0.325,-0.1,0.975,1.033,109,84.3,167.2
110,13:03:22,0.325,-0.1,1,1.056,109,84.3,180
111,13:03:23,0.325,-0.05,0.95,1.005,109,87.1,161.8
112,13:03:24,0.325,-0.075,0.95,1.007,109,85.7,161.8
113,13:03:25,0.35,-0.15,0.925,1,110.5,81.4,157.7
114,13:03:26,0.35,-0.1,0.925,0.994,110.5,84.3,157.7
115,13:03:27,0.375,-0.15,0.95,1.032,112,81.4,161.8
116,13:03:28,0.225,-0.3,0.95,1.021,103,72.5,161.8
117,13:03:29,0,-0.275,-0.9,0.941,90,74,25.8
118,13:03:30,-0.15,-0.65,-0.95,1.161,81.4,49.5,18.2
119,13:03:31,0.575,-0.75,0.25,0.978,125.1,41.4,104.5
120,13:03:32,0.375,-0.425,-0.225,0.61,112,64.8,77
121,13:03:33,0.275,-0.2,-1.05,1.104,106,78.5,0
122,13:03:34,0.225,-0.025,-0.975,1.001,103,88.6,12.8
123,13:03:35,-0.35,0,-0.525,0.631,69.5,90,58.3
124,13:03:36,-0.55,-0.575,-0.425,0.902,56.6,54.9,64.8
125,13:03:37,0.025,-0.075,-1.025,1.028,91.4,85.7,0
126,13:03:38,0.075,0.025,-1.05,1.053,94.3,91.4,0
127,13:03:39,0.075,0.025,-1.05,1.053,94.3,91.4,0
128,13:03:40,0.075,0.05,-1.075,1.079,94.3,92.9,0
129,13:03:41,0.075,0.05,-1.075,1.079,94.3,92.9,0
130,13:03:42,0.075,0.025,-1.075,1.078,94.3,91.4,0
131,13:03:43,0.075,0.025,-1.075,1.078,94.3,91.4,0
132,13:03:44,0.075,0.05,-1.05,1.054,94.3,92.9,0
133,13:03:45,-0.15,-0.3,0.925,0.984,81.4,72.5,157.7
134,13:03:46,-0.275,-1.15,0.225,1.204,74,0,103
135,13:03:47,0.05,-0.1,-1.075,1.081,92.9,84.3,0
136,13:03:48,0.025,-0.025,-1.05,1.051,91.4,88.6,0
137,13:03:49,0.15,-0.025,-1.025,1.036,98.6,88.6,0
138,13:03:50,-1,-0.1,-1.075,1.472,0,84.3,0
139,13:03:51,-0.975,-0.025,-0.475,1.085,12.8,88.6,61.6
140,13:03:52,-0.975,0.075,-0.65,1.174,12.8,94.3,49.5
141,13:03:53,-0.825,0.025,-0.725,1.099,34.4,91.4,43.5
142,13:03:54,-0.8,-0.2,-0.675,1.066,36.9,78.5,47.5
143,13:03:55,-0.8,0.05,-0.85,1.168,36.9,92.9,31.8
144,13:03:56,-0.525,-0.775,-0.8,1.231,58.3,39.2,36.9
145,13:03:57,-0.6,-0.325,-0.75,1.014,53.1,71,41.4
146,13:03:58,-0.4,-0.35,-0.925,1.067,66.4,69.5,22.3
147,13:03:59,-0.225,-0.325,-1,1.075,77,71,0
148,13:04:00,-0.175,-0.375,-0.975,1.059,79.9,68,12.8
149,13:04:01,-0.4,-0.4,-0.95,1.106,66.4,66.4,18.2
150,13:04:02,-0.475,-0.4,-0.95,1.135,61.6,66.4,18.2
151,13:04:03,-0.475,-0.375,-0.9,1.085,61.6,68,25.8
152,13:04:04,-0.525,-0.4,-0.9,1.116,58.3,66.4,25.8
153,13:04:05,-0.525,-0.375,-0.925,1.128,58.3,68,22.3
154,13:04:06,-0.425,-0.325,-0.925,1.069,64.8,71,22.3
155,13:04:07,-0.425,-0.325,-0.925,1.069,64.8,71,22.3
156,13:04:08,-0.475,-0.4,-0.875,1.073,61.6,66.4,29
157,13:04:09,-0.475,-0.45,-0.95,1.154,61.6,63.3,18.2
158,13:04:10,-0.175,0.025,-1.025,1.04,79.9,91.4,0
159,13:04:11,0.1,-0.025,-1.025,1.03,95.7,88.6,0
160,13:04:12,0.2,-0.125,-0.975,1.003,101.5,82.8,12.8
161,13:04:13,0.075,0.025,-1.05,1.053,94.3,91.4,0
162,13:04:14,0.075,-0.025,-1.1,1.103,94.3,88.6,0
163,13:04:15,0.1,-0.075,-1.1,1.107,95.7,85.7,0
164,13:04:16,0.1,-0.025,-1.075,1.08,95.7,88.6,0
165,13:04:17,0.075,-0.075,-1.025,1.03,94.3,85.7,0
166,13:04:18,0.075,-0.025,-1.075,1.078,94.3,88.6,0
167,13:04:19,0.075,-0.025,-1.05,1.053,94.3,88.6,0
168,13:04:20,0.075,-0.025,-1.05,1.053,94.3,88.6,0
169,13:04:21,0.075,-0.025,-1.075,1.078,94.3,88.6,0
170,13:04:22,0.075,-0.025,-1.05,1.053,94.3,88.6,0
171,13:04:23,0.075,-0.025,-1.075,1.078,94.3,88.6,0
172,13:04:24,0.1,-0.025,-1.075,1.08,95.7,88.6,0
173,13:04:25,0.1,-0.075,-1.05,1.057,95.7,85.7,0
174,13:04:26,0.075,-0.025,-1.075,1.078,94.3,88.6,0
175,13:04:27,0.075,-0.025,-1.025,1.028,94.3,88.6,0
176,13:04:28,0.075,-0.025,-1.075,1.078,94.3,88.6,0
177,13:04:29,0.075,-0.025,-1.075,1.078,94.3,88.6,0
178,13:04:30,0.075,-0.025,-1.075,1.078,94.3,88.6,0
179,13:04:31,0.075,-0.075,-1.05,1.055,94.3,85.7,0
180,13:04:32,0.075,-0.025,-1.025,1.028,94.3,88.6,0
181,13:04:33,0.075,-0.025,-1.025,1.028,94.3,88.6,0
182,13:04:34,0.1,-0.025,-1.1,1.105,95.7,88.6,0
183,13:04:35,0.075,-0.075,-1.125,1.13,94.3,85.7,0
184,13:04:36,0.075,-0.025,-1.05,1.053,94.3,88.6,0
185,13:04:37,0.075,-0.025,-1.025,1.028,94.3,88.6,0
186,13:04:38,-0.4,0.525,-0.825,1.057,66.4,121.7,34.4
187,13:04:39,0.1,-0.075,-1.1,1.107,95.7,85.7,0
188,13:04:40,0.075,-0.1,-1.075,1.082,94.3,84.3,0
189,13:04:41,0.075,-0.1,-1.025,1.033,94.3,84.3,0
190,13:04:42,0.1,-0.075,-1.05,1.057,95.7,85.7,0
191,13:04:43,0.1,-0.1,-1.05,1.059,95.7,84.3,0
192,13:04:44,0.075,-0.05,-1.075,1.079,94.3,87.1,0
193,13:04:45,0.075,-0.1,-1.05,1.057,94.3,84.3,0
194,13:04:46,0.075,-0.1,-1.05,1.057,94.3,84.3,0
195,13:04:47,0.1,-0.05,-1.075,1.081,95.7,87.1,0
196,13:04:48,0.075,-0.05,-1.05,1.054,94.3,87.1,0
197,13:04:49,0.075,-0.1,-1.05,1.057,94.3,84.3,0
198,13:04:50,0.1,-0.075,-1.05,1.057,95.7,85.7,0
199,13:04:51,0.1,-0.05,-1.025,1.031,95.7,87.1,0
200,13:04:52,0.075,-0.05,-1.05,1.054,94.3,87.1,0
201,13:04:53,0.075,-0.1,-1.1,1.107,94.3,84.3,0
202,13:04:54,0.075,-0.05,-1.1,1.104,94.3,87.1,0
203,13:04:55,0.1,-0.075,-1.075,1.082,95.7,85.7,0
204,13:04:56,0.1,-0.1,-1.075,1.084,95.7,84.3,0
205,13:04:57,0.1,-0.075,-1.05,1.057,95.7,85.7,0
206,13:04:58,0.075,-0.05,-1.075,1.079,94.3,87.1,0
207,13:04:59,0.1,-0.1,-1.05,1.059,95.7,84.3,0
208,13:05:00,0.075,-0.05,-1.05,1.054,94.3,87.1,0
209,13:05:01,0.075,-0.05,-1.05,1.054,94.3,87.1,0
210,13:05:02,0.1,-0.05,-1.05,1.056,95.7,87.1,0
211,13:05:03,0.1,-0.075,-1.05,1.057,95.7,85.7,0
212,13:05:04,0.1,-0.075,-1.025,1.033,95.7,85.7,0
213,13:05:05,0.075,-0.05,-1.025,1.029,94.3,87.1,0
214,13:05:06,0.05,-0.075,-1.075,1.079,92.9,85.7,0
215,13:05:07,0.075,-0.1,-1.1,1.107,94.3,84.3,0
216,13:05:08,0.1,-0.1,-1.05,1.059,95.7,84.3,0
217,13:05:09,0.1,-0.05,-1.025,1.031,95.7,87.1,0
218,13:05:10,0.1,-0.1,-1.075,1.084,95.7,84.3,0
219,13:05:11,0.075,-0.1,-1.05,1.057,94.3,84.3,0
220,13:05:12,0.075,-0.1,-1.1,1.107,94.3,84.3,0
221,13:05:13,0.075,-0.1,-1.075,1.082,94.3,84.3,0
222,13:05:14,0.1,-0.1,-1.025,1.035,95.7,84.3,0
223,13:05:15,0.075,-0.075,-1.075,1.08,94.3,85.7,0
224,13:05:16,0.075,-0.05,-1.05,1.054,94.3,87.1,0
225,13:05:17,0.1,-0.075,-1.1,1.107,95.7,85.7,0
226,13:05:18,0.1,-0.05,-1.075,1.081,95.7,87.1,0
227,13:05:19,0.075,-0.1,-1.05,1.057,94.3,84.3,0
228,13:05:20,0.075,-0.1,-1.075,1.082,94.3,84.3,0
229,13:05:21,0.1,-0.05,-1.075,1.081,95.7,87.1,0
230,13:05:22,0.1,-0.075,-1.075,1.082,95.7,85.7,0
231,13:05:23,0.075,-0.1,-1.075,1.082,94.3,84.3,0
232,13:05:24,0.075,-0.075,-1.025,1.03,94.3,85.7,0
233,13:05:25,0.1,-0.075,-1.025,1.033,95.7,85.7,0
234,13:05:26,0.1,-0.075,-1.075,1.082,95.7,85.7,0
235,13:05:27,0.1,-0.1,-1.05,1.059,95.7,84.3,0
236,13:05:28,0.075,-0.05,-1.075,1.079,94.3,87.1,0
237,13:05:29,0.075,-0.1,-1.075,1.082,94.3,84.3,0
238,13:05:30,0.075,-0.1,-1.1,1.107,94.3,84.3,0
239,13:05:31,0.1,-0.05,-1.025,1.031,95.7,87.1,0
240,13:05:32,0.1,-0.05,-1.025,1.031,95.7,87.1,0
241,13:05:33,0.075,-0.05,-1.1,1.104,94.3,87.1,0
242,13:05:34,0.05,-0.225,-1.15,1.173,92.9,77,0
243,13:05:35,0.075,0.05,-1.15,1.154,94.3,92.9,0
244,13:05:36,0,-0.175,-0.925,0.941,90,79.9,22.3
245,13:05:37,0.5,0.175,-0.825,0.98,120,100.1,34.4
246,13:05:38,0.325,-0.275,-1.025,1.11,109,74,0
247,13:05:39,0.15,-0.125,-1.2,1.216,98.6,82.8,0
248,13:05:40,0.325,-0.525,-0.9,1.091,109,58.3,25.8
249,13:05:41,0.4,-0.375,-0.775,0.949,113.6,68,39.2
250,13:05:42,0.25,-0.575,-0.9,1.097,104.5,54.9,25.8
251,13:05:43,0.225,-0.575,-0.85,1.051,103,54.9,31.8
252,13:05:44,3.15,1.3,1.5,3.723,180,180,180
253,13:05:45,-0.025,0.875,0.375,0.952,88.6,151,112
254,13:05:46,0.275,0.9,0.05,0.942,106,154.2,92.9
255,13:05:47,-0.125,0.65,0.4,0.773,82.8,130.5,113.6
256,13:05:48,-0.4,0.9,-0.675,1.194,66.4,154.2,47.5
257,13:05:49,0.175,0.775,-0.675,1.043,100.1,140.8,47.5
258,13:05:50,-0.425,0.275,-0.3,0.588,64.8,106,72.5
259,13:05:51,-0.05,0.1,-1.425,1.429,87.1,95.7,0
260,13:05:52,-0.2,-0.075,-1.275,1.293,78.5,85.7,0
261,13:05:53,-0.125,0.15,-0.875,0.897,82.8,98.6,29
262,13:05:54,-0.225,-1,-1.05,1.467,77,0,0
263,13:05:55,-0.525,-0.5,-0.95,1.195,58.3,60,18.2
264,13:05:56,-0.3,-0.625,-1.175,1.364,72.5,51.3,0
265,13:05:57,0.15,-1.075,0.425,1.166,98.6,0,115.2
266,13:05:58,-0.2,-0.975,0.275,1.033,78.5,12.8,106
267,13:05:59,-0.15,-1.025,0.275,1.072,81.4,0,106
268,13:06:00,-0.15,-1.025,0.275,1.072,81.4,0,106
269,13:06:01,-0.2,-1.025,0.25,1.074,78.5,0,104.5
270,13:06:02,-0.15,-1.175,0.825,1.444,81.4,0,145.6
271,13:06:03,-0.375,-0.525,0.625,0.898,68,58.3,128.7
272,13:06:04,0.05,-0.85,0.65,1.071,92.9,31.8,130.5
273,13:06:05,0.175,-1.05,-0.275,1.099,100.1,0,74
274,13:06:06,0.475,-0.625,-0.95,1.232,118.4,51.3,18.2
275,13:06:07,0.2,0.025,-1.025,1.045,101.5,91.4,0
276,13:06:08,-0.1,-0.925,-0.6,1.107,84.3,22.3,53.1
277,13:06:09,-0.15,-1.125,0.5,1.24,81.4,0,120
278,13:06:10,-0.6,-1,-0.4,1.233,53.1,0,66.4
279,13:06:11,-0.15,-1.05,0.225,1.084,81.4,0,103
280,13:06:12,-0.15,-1.05,-0.15,1.071,81.4,0,81.4
281,13:06:13,-0.775,-0.9,-0.075,1.19,39.2,25.8,85.7
282,13:06:14,-0.2,-1.025,-0.125,1.052,78.5,0,82.8
283,13:06:15,-0.175,-0.975,-0.2,1.011,79.9,12.8,78.5
284,13:06:16,-0.15,-1,-0.175,1.026,81.4,0,79.9
285,13:06:17,-0.15,-1.075,-0.125,1.093,81.4,0,82.8
286,13:06:18,-0.2,-1.025,-0.15,1.055,78.5,0,81.4
287,13:06:19,-0.2,-1.025,-0.1,1.049,78.5,0,84.3
288,13:06:20,-0.15,-1,-0.1,1.016,81.4,0,84.3
289,13:06:21,-0.15,-0.975,-0.175,1.002,81.4,12.8,79.9
290,13:06:22,-0.2,-1.05,-0.175,1.083,78.5,0,79.9
291,13:06:23,-0.2,-1.025,-0.125,1.052,78.5,0,82.8
292,13:06:24,-0.15,-1.05,-0.15,1.071,81.4,0,81.4
293,13:06:25,-0.2,-1.025,-0.125,1.052,78.5,0,82.8
294,13:06:26,-0.15,-1,-0.1,1.016,81.4,0,84.3
295,13:06:27,-0.175,-1.05,-0.125,1.072,79.9,0,82.8
296,13:06:28,-0.15,-1.025,-0.15,1.047,81.4,0,81.4
297,13:06:29,-0.2,-1.075,-0.125,1.101,78.5,0,82.8
298,13:06:30,-0.175,-1.025,-0.1,1.045,79.9,0,84.3
299,13:06:31,-0.15,-1.05,-0.125,1.068,81.4,0,82.8
300,13:06:32,-0.15,-1.05,-0.1,1.065,81.4,0,84.3
301,13:06:33,-0.15,-1,-0.1,1.016,81.4,0,84.3
302,13:06:34,-0.15,-1.05,-0.125,1.068,81.4,0,82.8
303,13:06:35,-0.2,-1.025,-0.125,1.052,78.5,0,82.8
304,13:06:36,-0.15,-1.025,-0.1,1.041,81.4,0,84.3
305,13:06:37,-0.15,-1,-0.1,1.016,81.4,0,84.3
306,13:06:38,-0.15,-1,-0.15,1.022,81.4,0,81.4
307,13:06:39,-0.15,-1.05,-0.15,1.071,81.4,0,81.4
308,13:06:40,-0.2,-1.025,-0.15,1.055,78.5,0,81.4
309,13:06:41,-0.2,-1.05,-0.125,1.076,78.5,0,82.8
310,13:06:42,-0.15,-1.05,-0.1,1.065,81.4,0,84.3
311,13:06:43,-0.2,-1.025,-0.125,1.052,78.5,0,82.8
312,13:06:44,-0.15,-1.05,-0.125,1.068,81.4,0,82.8
313,13:06:45,-0.15,-1.025,-0.175,1.051,81.4,0,79.9
314,13:06:46,-0.15,-1.025,-0.125,1.043,81.4,0,82.8
315,13:06:47,-0.2,-0.925,-0.4,1.027,78.5,22.3,66.4
316,13:06:48,-0.15,-0.675,-0.7,0.984,81.4,47.5,45.6
317,13:06:49,-0.15,-0.45,-1,1.107,81.4,63.3,0
318,13:06:50,-0.1,-0.425,-1,1.091,84.3,64.8,0
319,13:06:51,-0.1,-0.425,-0.925,1.023,84.3,64.8,22.3
320,13:06:52,-0.125,-0.475,-0.975,1.092,82.8,61.6,12.8
321,13:06:53,-0.125,-0.475,-0.975,1.092,82.8,61.6,12.8
322,13:06:54,-0.125,-0.45,-0.95,1.059,82.8,63.3,18.2
323,13:06:55,-0.15,-0.425,-1,1.097,81.4,64.8,0
324,13:06:56,-0.125,-0.425,-0.975,1.071,82.8,64.8,12.8
325,13:06:57,-0.15,-0.575,-0.95,1.121,81.4,54.9,18.2
326,13:06:58,-0.125,-0.525,-0.95,1.093,82.8,58.3,18.2
327,13:06:59,-0.175,-0.55,-0.925,1.09,79.9,56.6,22.3
328,13:07:00,-0.1,-0.575,-0.925,1.094,84.3,54.9,22.3
329,13:07:01,-0.15,-0.6,-0.9,1.092,81.4,53.1,25.8
330,13:07:02,-0.125,-0.425,-1.025,1.117,82.8,64.8,0
331,13:07:03,-0.125,-0.575,-0.9,1.075,82.8,54.9,25.8
332,13:07:04,-0.125,-0.725,-0.8,1.087,82.8,43.5,36.9
333,13:07:05,-0.15,-0.975,-0.15,0.998,81.4,12.8,81.4
334,13:07:06,-0.15,-1.05,-0.1,1.065,81.4,0,84.3
335,13:07:07,-0.15,-1.025,-0.1,1.041,81.4,0,84.3
336,13:07:08,-0.15,-1.025,-0.125,1.043,81.4,0,82.8
337,13:07:09,-0.15,-1,-0.075,1.014,81.4,0,85.7
338,13:07:10,-0.15,-1.025,-0.1,1.041,81.4,0,84.3
339,13:07:11,-0.2,-1.025,-0.1,1.049,78.5,0,84.3
340,13:07:12,-0.2,-1.025,-0.075,1.047,78.5,0,85.7
341,13:07:13,-0.175,-0.975,-0.075,0.993,79.9,12.8,85.7
342,13:07:14,-0.175,-1,-0.125,1.023,79.9,0,82.8
343,13:07:15,-0.15,-1.025,-0.1,1.041,81.4,0,84.3
344,13:07:16,-0.2,-1.075,-0.1,1.098,78.5,0,84.3
345,13:07:17,-0.2,-1.05,-0.075,1.072,78.5,0,85.7
346,13:07:18,-0.175,-1.125,-0.15,1.148,79.9,0,81.4
347,13:07:19,-0.15,-1,-0.1,1.016,81.4,0,84.3
348,13:07:20,-0.15,-1.025,-0.125,1.043,81.4,0,82.8
349,13:07:21,-0.15,-1.05,-0.05,1.062,81.4,0,87.1
350,13:07:22,-0.15,-1.025,-0.1,1.041,81.4,0,84.3
351,13:07:23,-0.15,-0.975,-0.05,0.988,81.4,12.8,87.1
352,13:07:24,-0.15,-1.05,-0.125,1.068,81.4,0,82.8
353,13:07:25,-0.15,-1.075,-0.075,1.088,81.4,0,85.7
354,13:07:26,-0.225,-1,-0.275,1.061,77,0,74
355,13:07:27,-0.15,-1,-0.075,1.014,81.4,0,85.7
356,13:07:28,-0.65,-0.575,0.1,0.874,49.5,54.9,95.7
357,13:07:29,-0.775,-0.825,0.1,1.136,39.2,34.4,95.7
358,13:07:30,-0.875,-0.7,0,1.121,29,45.6,90
359,13:07:31,-0.9,-0.7,0.025,1.14,25.8,45.6,91.4
360,13:07:32,-0.85,-0.65,0,1.07,31.8,49.5,90
361,13:07:33,-0.925,-0.7,-0.125,1.167,22.3,45.6,82.8
362,13:07:34,-0.85,-0.7,-0.1,1.106,31.8,45.6,84.3
