Num,Time,X_Accel,Y_Accel,Z_Accel,Sum_Vector,X_Tilt,Y_Tilt,Z_Tilt
1,7:15:02,0.025,0,0.925,0.925,91.4,90,157.7
2,7:15:03,0,-0.025,0.925,0.925,90,88.6,157.7
3,7:15:04,0.05,-0.1,1.05,1.056,92.9,84.3,180
4,7:15:05,0.1,-0.075,1.05,1.057,95.7,85.7,180
5,7:15:06,0.25,-0.45,0.85,0.994,104.5,63.3,148.2
6,7:15:07,-0.575,1.25,0.9,1.644,54.9,180,154.2
7,7:15:08,0.125,-0.15,1,1.019,97.2,81.4,180
8,7:15:09,0.075,0.05,1.025,1.029,94.3,92.9,180
9,7:15:10,0.075,0.075,0.975,0.981,94.3,94.3,167.2
10,7:15:11,0.125,0.025,0.975,0.983,97.2,91.4,167.2
11,7:15:12,0.125,0.025,0.975,0.983,97.2,91.4,167.2
12,7:15:13,0.15,-0.025,0.95,0.962,98.6,88.6,161.8
13,7:15:14,0.125,-0.025,0.975,0.983,97.2,88.6,167.2
14,7:15:15,0.075,0.05,1.025,1.029,94.3,92.9,180
15,7:15:16,0.025,0.3,1.25,1.286,91.4,107.5,180
16,7:15:17,0.575,0.425,0.675,0.983,125.1,115.2,132.5
17,7:15:18,-0.175,0.775,-0.925,1.219,79.9,140.8,22.3
18,7:15:19,0.125,0.025,-1.05,1.058,97.2,91.4,0
19,7:15:20,0.15,0,-1.125,1.135,98.6,90,0
20,7:15:21,0.15,-0.1,-1.15,1.164,98.6,84.3,0
21,7:15:22,0.1,-0.1,-1.025,1.035,95.7,84.3,0
22,7:15:23,0.1,-0.025,-0.975,0.98,95.7,88.6,12.8
23,7:15:24,0.125,0.025,-1.025,1.033,97.2,91.4,0
24,7:15:25,0.15,0.025,-1.075,1.086,98.6,91.4,0
25,7:15:26,0.125,0.025,-1.075,1.083,97.2,91.4,0
26,7:15:27,0.125,0,-1.05,1.057,97.2,90,0
27,7:15:28,0.125,-0.075,-1.1,1.11,97.2,85.7,0
28,7:15:29,0.125,-0.025,-1.075,1.083,97.2,88.6,0
29,7:15:30,0.125,0.05,-1.025,1.034,97.2,92.9,0
30,7:15:31,0.125,0.075,-1.05,1.06,97.2,94.3,0
31,7:15:32,0.125,0.05,-1.125,1.133,97.2,92.9,0
32,7:15:33,0.15,0.025,-1.125,1.135,98.6,91.4,0
33,7:15:34,0.15,0,-1.05,1.061,98.6,90,0
34,7:15:35,0.125,0,-1.025,1.033,97.2,90,0
35,7:15:36,-0.65,0.3,0.575,0.918,49.5,107.5,125.1
36,7:15:37,-0.1,0.2,-0.975,1,84.3,101.5,12.8
37,7:15:38,0.05,0.225,-1.075,1.099,92.9,103,0
38,7:15:39,0.1,-0.175,-1.175,1.192,95.7,79.9,0
39,7:15:40,0.05,-0.1,-1.05,1.056,92.9,84.3,0
40,7:15:41,0.075,-0.3,-0.925,0.975,94.3,72.5,22.3
41,7:15:42,0.125,-0.35,-1.05,1.114,97.2,69.5,0
42,7:15:43,0.15,-0.3,-1.25,1.294,98.6,72.5,0
43,7:15:44,0.125,-0.375,-0.9,0.983,97.2,68,25.8
44,7:15:45,-0.075,-0.25,-0.825,0.865,85.7,75.5,34.4
45,7:15:46,-0.275,-0.1,-0.925,0.97,74,84.3,22.3
46,7:15:47,0.1,0,-0.9,0.906,95.7,90,25.8
47,7:15:48,0.225,-0.15,-1.525,1.549,103,81.4,0
48,7:15:49,0.125,-0.35,-1.175,1.232,97.2,69.5,0
49,7:15:50,0.1,-0.275,-0.675,0.736,95.7,74,47.5
50,7:15:51,0.3,-0.375,-1.6,1.671,107.5,68,0
51,7:15:52,0.1,-0.275,-1.325,1.357,95.7,74,0
52,7:15:53,0.225,-0.325,-1.175,1.24,103,71,0
53,7:15:54,-0.125,-0.225,-0.825,0.864,82.8,77,34.4
54,7:15:55,0.125,-0.275,-1.125,1.165,97.2,74,0
55,7:15:56,0.375,-0.4,-1,1.14,112,66.4,0
56,7:15:57,0.275,-0.275,-0.925,1.003,106,74,22.3
57,7:15:58,0.125,-0.225,-1.125,1.154,97.2,77,0
58,7:15:59,0.125,-0.275,-1.025,1.069,97.2,74,0
59,7:16:00,0.1,-0.425,-0.975,1.068,95.7,64.8,12.8
60,7:16:01,0,-0.3,-1.1,1.14,90,72.5,0
61,7:16:02,0.175,-0.325,-1.275,1.327,100.1,71,0
62,7:16:03,0.25,-0.375,-1.2,1.282,104.5,68,0
63,7:16:04,-0.075,-0.55,-0.875,1.036,85.7,56.6,29
64,7:16:05,0.075,-0.525,-0.7,0.878,94.3,58.3,45.6
65,7:16:06,-0.025,-0.4,-0.85,0.94,88.6,66.4,31.8
66,7:16:07,0.025,-0.55,-0.875,1.034,91.4,56.6,29
67,7:16:08,0.05,-0.325,-0.975,1.029,92.9,71,12.8
68,7:16:09,-0.2,-0.3,-0.975,1.04,78.5,72.5,12.8
69,7:16:10,0.1,-0.3,-1.15,1.193,95.7,72.5,0
70,7:16:11,0.1,-0.4,-1.175,1.245,95.7,66.4,0
71,7:16:12,0.2,-0.4,-0.825,0.938,101.5,66.4,34.4
72,7:16:13,0,-0.425,-0.9,0.995,90,64.8,25.8
73,7:16:14,-0.025,-0.275,-0.925,0.965,88.6,74,22.3
74,7:16:15,-0.075,0.175,-1.25,1.264,85.7,100.1,0
75,7:16:16,0,-0.125,-1.325,1.331,90,82.8,0
76,7:16:17,-0.175,-0.35,-1.15,1.215,79.9,69.5,0
77,7:16:18,0.1,0.025,-1.075,1.08,95.7,91.4,0
78,7:16:19,0.1,0.025,-1.025,1.03,95.7,91.4,0
79,7:16:20,0.125,0.025,-1.05,1.058,97.2,91.4,0
80,7:16:21,0.125,0.025,-1.1,1.107,97.2,91.4,0
81,7:16:22,0.1,0.025,-1.075,1.08,95.7,91.4,0
82,7:16:23,0.1,0,-1.05,1.055,95.7,90,0
83,7:16:24,0.1,-0.025,-1.025,1.03,95.7,88.6,0
84,7:16:25,0.1,0,-1.05,1.055,95.7,90,0
85,7:16:26,0.1,0.025,-1.05,1.055,95.7,91.4,0
86,7:16:27,0.125,0.05,-1.075,1.083,97.2,92.9,0
87,7:16:28,0.125,0.025,-1,1.008,97.2,91.4,0
88,7:16:29,0.1,0,-1.025,1.03,95.7,90,0
89,7:16:30,0.1,0.025,-1.1,1.105,95.7,91.4,0
90,7:16:31,0.125,0.025,-1.075,1.083,97.2,91.4,0
91,7:16:32,-0.15,0.65,0.225,0.704,81.4,130.5,103
92,7:16:33,0.75,0.075,-0.725,1.046,138.6,94.3,43.5
93,7:16:34,1.025,-0.3,-0.45,1.159,180,72.5,63.3
94,7:16:35,1.025,-0.475,-0.45,1.216,180,61.6,63.3
95,7:16:36,0.375,-0.775,-0.425,0.96,112,39.2,64.8
96,7:16:37,0.65,-1.05,-0.425,1.306,130.5,0,64.8
97,7:16:38,0.025,-0.075,-1.4,1.402,91.4,85.7,0
98,7:16:39,0.55,0.775,-0.675,1.166,123.4,140.8,47.5
99,7:16:40,0.325,1.075,-0.3,1.162,109,180,72.5
100,7:16:41,0,0.05,-0.9,0.901,90,92.9,25.8
101,7:16:42,-0.05,0.3,-1.075,1.117,87.1,107.5,0
102,7:16:43,-0.125,0.45,-0.975,1.081,82.8,116.7,12.8
103,7:16:44,-0.15,0.4,-1.05,1.134,81.4,113.6,0
104,7:16:45,0.125,-0.875,0.2,0.906,97.2,29,101.5
105,7:16:46,-0.175,-0.975,0.5,1.11,79.9,12.8,120
106,7:16:47,-0.075,-0.9,0.625,1.098,85.7,25.8,128.7
107,7:16:48,-0.05,-0.9,0.525,1.043,87.1,25.8,121.7
108,7:16:49,-0.05,-0.8,0.525,0.958,87.1,36.9,121.7
109,7:16:50,-0.7,-0.825,0.375,1.145,45.6,34.4,112
110,7:16:51,0.525,-0.65,0.5,0.974,121.7,49.5,120
111,7:16:52,0.375,-0.925,0.05,0.999,112,22.3,92.9
112,7:16:53,-0.025,-0.65,0.3,0.716,88.6,49.5,107.5
113,7:16:54,-0.075,-0.925,0.525,1.066,85.7,22.3,121.7
114,7:16:55,0.425,-0.725,0.525,0.991,115.2,43.5,121.7
115,7:16:56,-0.1,-0.875,0.475,1.001,84.3,29,118.4
116,7:16:57,-0.1,-0.8,0.5,0.949,84.3,36.9,120
117,7:16:58,1.45,-0.825,0.625,1.782,180,34.4,128.7
118,7:16:59,0.775,-0.2,-0.375,0.884,140.8,78.5,68
119,7:17:00,0.975,-0.075,-0.025,0.978,167.2,85.7,88.6
120,7:17:01,0.975,-0.05,-0.075,0.979,167.2,87.1,85.7
121,7:17:02,0.975,-0.075,-0.075,0.981,167.2,85.7,85.7
122,7:17:03,0.95,-0.025,0.025,0.951,161.8,88.6,91.4
123,7:17:04,0.975,-0.05,0,0.976,167.2,87.1,90
124,7:17:05,0.975,0,0,0.975,167.2,90,90
125,7:17:06,0.95,0,0,0.95,161.8,90,90
