Num,Time,X_Accel,Y_Accel,Z_Accel,Sum_Vector,X_Tilt,Y_Tilt,Z_Tilt
1,13:25:52,-0.375,0.675,-0.7,1.042,68,132.5,45.6
2,13:25:53,-0.375,0.675,-0.7,1.042,68,132.5,45.6
3,13:25:54,-0.325,0.675,-0.7,1.025,71,132.5,45.6
4,13:25:55,-0.375,0.675,-0.7,1.042,68,132.5,45.6
5,13:25:56,-0.3,0.625,0.25,0.737,72.5,128.7,104.5
6,13:25:57,-0.775,0.5,1.55,1.804,39.2,120,180
7,13:25:58,-0.275,0.35,1.075,1.164,74,110.5,180
8,13:25:59,-0.3,0.2,0.9,0.97,72.5,101.5,154.2
9,13:26:00,0.1,-0.1,1,1.01,95.7,84.3,180
10,13:26:01,0.1,-0.1,1,1.01,95.7,84.3,180
11,13:26:02,0.1,-0.125,1,1.013,95.7,82.8,180
12,13:26:03,0.1,-0.125,1,1.013,95.7,82.8,180
13,13:26:04,0.1,-0.125,1,1.013,95.7,82.8,180
14,13:26:05,0.1,-0.125,1,1.013,95.7,82.8,180
15,13:26:06,0.1,-0.125,1.025,1.037,95.7,82.8,180
16,13:26:07,0.1,-0.125,1,1.013,95.7,82.8,180
17,13:26:08,0.1,-0.075,1,1.008,95.7,85.7,180
18,13:26:09,0.1,-0.075,1,1.008,95.7,85.7,180
19,13:26:10,0.1,-0.075,1,1.008,95.7,85.7,180
20,13:26:11,0.1,-0.125,1,1.013,95.7,82.8,180
21,13:26:12,0.1,-0.075,1,1.008,95.7,85.7,180
22,13:26:13,0.1,-0.075,1,1.008,95.7,85.7,180
23,13:26:14,0.1,-0.075,1,1.008,95.7,85.7,180
24,13:26:15,0.1,-0.075,1,1.008,95.7,85.7,180
25,13:26:16,0.1,-0.075,1,1.008,95.7,85.7,180
26,13:26:17,0.1,-0.075,1,1.008,95.7,85.7,180
27,13:26:18,0.1,-0.075,1,1.008,95.7,85.7,180
28,13:26:19,0.1,-0.125,1.025,1.037,95.7,82.8,180
29,13:26:20,0.1,-0.125,1,1.013,95.7,82.8,180
30,13:26:21,0.1,-0.125,1,1.013,95.7,82.8,180
31,13:26:22,0.1,-0.125,1,1.013,95.7,82.8,180
32,13:26:23,0.1,-0.125,1,1.013,95.7,82.8,180
33,13:26:24,0.1,-0.075,1,1.008,95.7,85.7,180
34,13:26:25,0.1,-0.075,1,1.008,95.7,85.7,180
35,13:26:26,0.1,-0.075,1.025,1.033,95.7,85.7,180
36,13:26:27,0.1,-0.125,1,1.013,95.7,82.8,180
37,13:26:28,0.7,-0.075,0.475,0.849,134.4,85.7,118.4
38,13:26:29,-0.125,-0.425,0.9,1.003,82.8,64.8,154.2
39,13:26:30,-0.225,0.2,-1.025,1.068,77,101.5,0
40,13:26:31,-0.2,0.475,-0.925,1.059,78.5,118.4,22.3
41,13:26:32,-0.15,0.375,-0.975,1.055,81.4,112,12.8
42,13:26:33,-0.2,0.425,-0.925,1.037,78.5,115.2,22.3
43,13:26:34,-0.1,0.55,-1,1.146,84.3,123.4,0
44,13:26:35,-0.3,0.525,-0.85,1.043,72.5,121.7,31.8
45,13:26:36,-0.15,0.625,-0.85,1.066,81.4,128.7,31.8
46,13:26:37,-0.225,0.625,-0.75,1.002,77,128.7,41.4
47,13:26:38,-0.2,0.65,-0.8,1.05,78.5,130.5,36.9
48,13:26:39,-0.25,0.65,-0.775,1.042,75.5,130.5,39.2
49,13:26:40,-0.2,0.675,-0.8,1.066,78.5,132.5,36.9
50,13:26:41,-0.2,0.675,-0.775,1.047,78.5,132.5,39.2
51,13:26:42,-0.225,0.7,-0.775,1.068,77,134.4,39.2
52,13:26:43,-0.15,0.725,-0.725,1.036,81.4,136.5,43.5
53,13:26:44,-0.2,0.7,-0.75,1.045,78.5,134.4,41.4
54,13:26:45,-0.2,0.675,-0.75,1.029,78.5,132.5,41.4
55,13:26:46,-0.25,0.675,-0.825,1.095,75.5,132.5,34.4
56,13:26:47,-0.225,0.525,-0.85,1.024,77,121.7,31.8
57,13:26:48,-0.225,0.625,-0.8,1.04,77,128.7,36.9
58,13:26:49,-0.075,0.475,-0.975,1.087,85.7,118.4,12.8
59,13:26:50,-0.075,0.45,-0.975,1.076,85.7,116.7,12.8
60,13:26:51,-0.075,0.425,-0.975,1.066,85.7,115.2,12.8
61,13:26:52,-0.125,0.65,-0.85,1.077,82.8,130.5,31.8
62,13:26:53,-0.15,0.55,-0.8,0.982,81.4,123.4,36.9
63,13:26:54,-0.3,0.6,-0.85,1.083,72.5,126.9,31.8
64,13:26:55,-0.2,0.575,-0.9,1.087,78.5,125.1,25.8
65,13:26:56,0,0.475,-0.975,1.085,90,118.4,12.8
66,13:26:57,0.125,0.05,-1.075,1.083,97.2,92.9,0
67,13:26:58,0.125,0.05,-1.075,1.083,97.2,92.9,0
68,13:26:59,0.125,0.05,-1.075,1.083,97.2,92.9,0
69,13:27:00,0.125,0.05,-1.05,1.059,97.2,92.9,0
70,13:27:01,0.125,0.05,-1.05,1.059,97.2,92.9,0
71,13:27:02,0.125,0.05,-1.05,1.059,97.2,92.9,0
72,13:27:03,0.125,0.05,-1.075,1.083,97.2,92.9,0
73,13:27:04,0.125,-0.025,-0.85,0.86,97.2,88.6,31.8
74,13:27:05,0.125,0.05,-1.075,1.083,97.2,92.9,0
75,13:27:06,0.125,0.05,-1.075,1.083,97.2,92.9,0
76,13:27:07,0.15,0.05,-1.075,1.087,98.6,92.9,0
77,13:27:08,0.15,0.05,-1.05,1.062,98.6,92.9,0
78,13:27:09,0.125,0.05,-1.05,1.059,97.2,92.9,0
79,13:27:10,0.125,0.05,-1.05,1.059,97.2,92.9,0
80,13:27:11,0.125,0.025,-1.075,1.083,97.2,91.4,0
81,13:27:12,0.125,0.025,-1.1,1.107,97.2,91.4,0
82,13:27:13,0.125,0.05,-1.1,1.108,97.2,92.9,0
83,13:27:14,0.125,0.05,-1.05,1.059,97.2,92.9,0
84,13:27:15,0.125,0.05,-1.075,1.083,97.2,92.9,0
85,13:27:16,0.15,0.05,-1.05,1.062,98.6,92.9,0
86,13:27:17,0.15,0.05,-1.05,1.062,98.6,92.9,0
87,13:27:18,0.125,0.025,-1.075,1.083,97.2,91.4,0
88,13:27:19,0.125,0.05,-1.05,1.059,97.2,92.9,0
89,13:27:20,0.125,0.05,-1.1,1.108,97.2,92.9,0
90,13:27:21,0.2,-0.1,-1,1.025,101.5,84.3,0
91,13:27:22,0.125,0.075,-1.125,1.134,97.2,94.3,0
92,13:27:23,0.1,0.1,-1.075,1.084,95.7,95.7,0
93,13:27:24,0.05,0.1,-0.975,0.981,92.9,95.7,12.8
94,13:27:25,0.05,0,-1.075,1.076,92.9,90,0
95,13:27:26,0,0.05,-1.125,1.126,90,92.9,0
96,13:27:27,0.075,-0.125,-1.125,1.134,94.3,82.8,0
97,13:27:28,0,0.025,-1.075,1.075,90,91.4,0
98,13:27:29,0.2,0.075,-1.075,1.096,101.5,94.3,0
99,13:27:30,0.175,0.1,-1.125,1.143,100.1,95.7,0
100,13:27:31,-0.075,-0.05,-0.975,0.979,85.7,87.1,12.8
101,13:27:32,-0.025,0.05,-1.075,1.076,88.6,92.9,0
102,13:27:33,-0.025,0.075,-0.85,0.854,88.6,94.3,31.8
103,13:27:34,0,0.025,-0.95,0.95,90,91.4,18.2
104,13:27:35,0.075,0,-1.25,1.252,94.3,90,0
105,13:27:36,0,0,-1.075,1.075,90,90,0
