Num,Time,X_Accel,Y_Accel,Z_Accel,Sum_Vector,X_Tilt,Y_Tilt,Z_Tilt
1,13:26:18,-0.375,0.8,-0.475,1.003,68,143.1,61.6
2,13:26:19,-0.375,0.8,-0.45,0.992,68,143.1,63.3
3,13:26:20,-0.375,0.8,-0.5,1.015,68,143.1,60
4,13:26:21,-0.375,0.8,-0.5,1.015,68,143.1,60
5,13:26:22,-0.275,1,0.4,1.112,74,180,113.6
6,13:26:23,-0.125,0.125,1.1,1.114,82.8,97.2,180
7,13:26:24,-0.4,0.35,0.75,0.919,66.4,110.5,138.6
8,13:26:25,-0.25,0.375,0.75,0.875,75.5,112,138.6
9,13:26:26,-0.375,1,-0.575,1.213,68,180,54.9
10,13:26:27,0.025,0.075,-1.35,1.352,91.4,94.3,0
11,13:26:28,0.15,0.2,-1.05,1.079,98.6,101.5,0
12,13:26:29,0.15,0.3,-1.05,1.102,98.6,107.5,0
13,13:26:30,0.125,-0.25,-0.85,0.895,97.2,75.5,31.8
14,13:26:31,0.15,-0.275,-0.975,1.024,98.6,74,12.8
15,13:26:32,0.15,-0.25,-1.05,1.09,98.6,75.5,0
16,13:26:33,0.125,-0.275,-1.025,1.069,97.2,74,0
17,13:26:34,0.1,-0.3,-0.775,0.837,95.7,72.5,39.2
18,13:26:35,0.1,-0.175,-1.075,1.094,95.7,79.9,0
19,13:26:36,0.175,-0.05,-1.075,1.09,100.1,87.1,0
20,13:26:37,0.125,0.025,-1.025,1.033,97.2,91.4,0
21,13:26:38,0.15,0.025,-1.025,1.036,98.6,91.4,0
22,13:26:39,0.15,0.025,-1.075,1.086,98.6,91.4,0
23,13:26:40,0.175,0.025,-1.075,1.089,100.1,91.4,0
24,13:26:41,0.125,0.1,-1,1.013,97.2,95.7,0
25,13:26:42,0.175,0.05,-1.025,1.041,100.1,92.9,0
26,13:26:43,0.225,0.075,-1.025,1.052,103,94.3,0
27,13:26:44,0.2,0,-1.125,1.143,101.5,90,0
28,13:26:45,0.175,0,-1.025,1.04,100.1,90,0
29,13:26:46,0.15,0.025,-1.1,1.11,98.6,91.4,0
30,13:26:47,0.275,-0.15,-1.05,1.096,106,81.4,0
31,13:26:48,0.275,-0.125,-1.025,1.069,106,82.8,0
32,13:26:49,0.175,-0.2,-1.025,1.059,100.1,78.5,0
33,13:26:50,0.225,-0.25,-1,1.055,103,75.5,0
34,13:26:51,0.225,-0.2,-1.025,1.068,103,78.5,0
35,13:26:52,0.225,0.025,-1,1.025,103,91.4,0
36,13:26:53,0.075,-0.125,-1.125,1.134,94.3,82.8,0
37,13:26:54,0.175,-0.175,-1.025,1.054,100.1,79.9,0
38,13:26:55,0.35,0.2,-1.15,1.219,110.5,101.5,0
39,13:26:56,0.15,0.025,-1.025,1.036,98.6,91.4,0
40,13:26:57,0.15,0.025,-1.025,1.036,98.6,91.4,0
41,13:26:58,0.15,0.025,-1.025,1.036,98.6,91.4,0
42,13:26:59,0.15,0.025,-1.025,1.036,98.6,91.4,0
43,13:27:00,0.15,0.05,-1.075,1.087,98.6,92.9,0
44,13:27:01,0.15,0.025,-1.025,1.036,98.6,91.4,0
45,13:27:02,0.15,0.025,-1.025,1.036,98.6,91.4,0
46,13:27:03,0.15,0.025,-1.075,1.086,98.6,91.4,0
47,13:27:04,0.15,0.025,-1.05,1.061,98.6,91.4,0
48,13:27:05,0.15,0.025,-1.025,1.036,98.6,91.4,0
49,13:27:06,0.15,0.025,-1.025,1.036,98.6,91.4,0
50,13:27:07,0.175,0.05,-1.05,1.066,100.1,92.9,0
51,13:27:08,0.175,0.025,-1.025,1.04,100.1,91.4,0
52,13:27:09,0.15,0.025,-1.025,1.036,98.6,91.4,0
53,13:27:10,0.15,0.025,-1.025,1.036,98.6,91.4,0
54,13:27:11,0.15,0.05,-1.025,1.037,98.6,92.9,0
55,13:27:12,0.15,0.025,-1.025,1.036,98.6,91.4,0
56,13:27:13,0.15,0.025,-1.025,1.036,98.6,91.4,0
57,13:27:14,0.175,0.025,-1.025,1.04,100.1,91.4,0
58,13:27:15,0.175,0.025,-1.025,1.04,100.1,91.4,0
59,13:27:16,0.15,0.05,-1.025,1.037,98.6,92.9,0
60,13:27:17,0.15,0.025,-1.025,1.036,98.6,91.4,0
61,13:27:18,0.175,0.05,-1.025,1.041,100.1,92.9,0
62,13:27:19,0.25,0.075,-1.35,1.375,104.5,94.3,0
63,13:27:20,0.15,0.05,-1.025,1.037,98.6,92.9,0
64,13:27:21,0.1,0.125,-1.075,1.087,95.7,97.2,0
65,13:27:22,0.125,0.075,-1.025,1.035,97.2,94.3,0
66,13:27:23,0.1,0.025,-1.025,1.03,95.7,91.4,0
67,13:27:24,0.1,0.05,-1.125,1.131,95.7,92.9,0
68,13:27:25,0.025,0.025,-1.075,1.076,91.4,91.4,0
69,13:27:26,0.05,-0.125,-1.075,1.083,92.9,82.8,0
70,13:27:27,0.075,0.075,-0.975,0.981,94.3,94.3,12.8
71,13:27:28,0.075,-0.025,-0.925,0.928,94.3,88.6,22.3
72,13:27:29,0.075,0.025,-1.1,1.103,94.3,91.4,0
73,13:27:30,0.175,0.15,-1.15,1.173,100.1,98.6,0
74,13:27:31,0.075,0,-0.825,0.828,94.3,90,34.4
75,13:27:32,0.05,0.075,-1.125,1.129,92.9,94.3,0
76,13:27:33,0.075,-0.05,-0.8,0.805,94.3,87.1,36.9
77,13:27:34,0.125,-0.075,-1.3,1.308,97.2,85.7,0
78,13:27:35,0.125,0.05,-1.175,1.183,97.2,92.9,0
79,13:27:36,0.1,0.025,-1.275,1.279,95.7,91.4,0
80,13:27:37,0.1,-0.15,-0.975,0.992,95.7,81.4,12.8
81,13:27:38,0.275,0.025,-1,1.037,106,91.4,0
82,13:27:39,-0.1,0.025,-1,1.005,84.3,91.4,0
83,13:27:40,-0.075,-0.2,-1.025,1.047,85.7,78.5,0
84,13:27:41,0.175,0.1,-1.05,1.069,100.1,95.7,0
85,13:27:42,0.125,-0.075,-1.175,1.184,97.2,85.7,0
86,13:27:43,0.05,0.025,-0.825,0.827,92.9,91.4,34.4
87,13:27:44,0.05,0.075,-1.35,1.353,92.9,94.3,0
88,13:27:45,0.05,0,-0.925,0.926,92.9,90,22.3
89,13:27:46,0.05,0.025,-0.95,0.952,92.9,91.4,18.2
90,13:27:47,0.175,0.1,-0.875,0.898,100.1,95.7,29
91,13:27:48,0.125,-0.125,-1.125,1.139,97.2,82.8,0
92,13:27:49,0.225,0.075,-1.1,1.125,103,94.3,0
93,13:27:50,0.4,0.1,-1.175,1.245,113.6,95.7,0
94,13:27:51,0.225,0.025,-1.025,1.05,103,91.4,0
95,13:27:52,0.225,0.025,-1.05,1.074,103,91.4,0
96,13:27:53,0.225,0.025,-1.025,1.05,103,91.4,0
97,13:27:54,0.225,0,-1.05,1.074,103,90,0
98,13:27:55,0.225,0,-1.025,1.049,103,90,0
99,13:27:56,0.225,0.025,-1.025,1.05,103,91.4,0
100,13:27:57,0.225,0.025,-1.025,1.05,103,91.4,0
101,13:27:58,0.225,0.025,-1.05,1.074,103,91.4,0
102,13:27:59,0.225,0.025,-1.075,1.099,103,91.4,0
103,13:28:00,0.225,0.025,-1.025,1.05,103,91.4,0
